college_id,college_name,college_state,college_city,college_type,stream_offered,last_year_cutoff,affiliation,facilities,scholarships_available,admission_status,contact_email,contact_phone,website
COLL0768,Haryana Institute of Commerce Education & Research,Haryana,City_18,Government,Commerce,69.5,NAAC Accredited,"Hostel, Library, Labs",,Open,info@coll0768.edu.in,+91-2169714391,www.coll0768.ac.in
COLL0769,Rajasthan Institute of Humanities Education & Research,Rajasthan,City_41,Government,Humanities,74.9,Autonomous,"Labs, Sports",Merit-based,Upcoming,info@coll0769.edu.in,+91-1760137349,www.coll0769.ac.in
COLL0770,Chhattisgarh Institute of Commerce Education & Research,Chhattisgarh,City_36,Government,Commerce,66.5,UGC,"Library, WiFi, Hostel",Minority,Open,info@coll0770.edu.in,+91-2862715740,www.coll0770.ac.in
COLL0771,Jammu Institute of Science Education & Research,Jammu & Kashmir,City_49,Government,Science (PCM),65.7,Autonomous,"Cultural Center, Sports",SC/ST,Upcoming,info@coll0771.edu.in,+91-2687777483,www.coll0771.ac.in
COLL0772,Assam Institute of Science Education & Research,Assam,City_1,Government Aided,Science (PCM),54.4,UGC,"Hostel, Library, Labs",Minority,Open,info@coll0772.edu.in,+91-8434779546,www.coll0772.ac.in
COLL0773,Kerala Institute of Humanities Education & Research,Kerala,City_37,Government,Humanities,66.7,NAAC Accredited,"Library, WiFi, Hostel",Minority,Upcoming,info@coll0773.edu.in,+91-9426994323,www.coll0773.ac.in
COLL0774,Telangana Institute of Vocational Education & Research,Telangana,City_7,Government,Vocational,75.4,NAAC Accredited,"Cultural Center, Sports",SC/ST,Upcoming,info@coll0774.edu.in,+91-2789131409,www.coll0774.ac.in
COLL0775,Assam Institute of Commerce Education & Research,Assam,City_21,Government Aided,Commerce,86.6,Autonomous,"Library, WiFi, Hostel",Merit-based,Closed,info@coll0775.edu.in,+91-6103959638,www.coll0775.ac.in
COLL0776,Tamil Institute of Science Education & Research,Tamil Nadu,City_16,Government,Science (PCB),71.0,Autonomous,"Digital Classrooms, Labs",Merit-based,Upcoming,info@coll0776.edu.in,+91-8091911069,www.coll0776.ac.in
COLL0777,Bihar Institute of Humanities Education & Research,Bihar,City_14,Government,Humanities,76.3,NAAC Accredited,"Library, WiFi, Hostel",,Open,info@coll0777.edu.in,+91-4754480091,www.coll0777.ac.in
COLL0778,Gujarat Institute of Science Education & Research,Gujarat,City_22,Government Aided,Science (PCM),55.8,AICTE,"Hostel, Library, Labs",Need-based,Upcoming,info@coll0778.edu.in,+91-6090132937,www.coll0778.ac.in
COLL0779,Delhi Institute of Science Education & Research,Delhi,City_10,Government,Science (PCB),80.6,State Board,"Hostel, Library, Labs",SC/ST,Open,info@coll0779.edu.in,+91-6926713950,www.coll0779.ac.in
COLL0780,Uttar Institute of Science Education & Research,Uttar Pradesh,City_27,Government,Science (PCM),57.3,NAAC Accredited,"Labs, Sports",SC/ST,Upcoming,info@coll0780.edu.in,+91-1673682693,www.coll0780.ac.in
COLL0781,Telangana Institute of Vocational Education & Research,Telangana,City_31,Government Aided,Vocational,61.1,UGC,"Cultural Center, Sports",Minority,Open,info@coll0781.edu.in,+91-9223280083,www.coll0781.ac.in
COLL0782,Telangana Institute of Humanities Education & Research,Telangana,City_12,Government,Humanities,62.9,NAAC Accredited,"Hostel, Library, Labs",SC/ST,Upcoming,info@coll0782.edu.in,+91-6395104544,www.coll0782.ac.in
COLL0783,Bihar Institute of Commerce Education & Research,Bihar,City_5,Central University,Commerce,73.7,State Board,"Library, WiFi, Hostel",SC/ST,Closed,info@coll0783.edu.in,+91-9137720638,www.coll0783.ac.in
COLL0784,Jharkhand Institute of Science Education & Research,Jharkhand,City_15,Government Aided,Science (PCM),61.8,UGC,"Labs, Sports",,Upcoming,info@coll0784.edu.in,+91-2586467857,www.coll0784.ac.in
COLL0785,Telangana Institute of Commerce Education & Research,Telangana,City_21,Government,Commerce,60.9,Autonomous,"Labs, Sports",Merit-based,Closed,info@coll0785.edu.in,+91-4343290392,www.coll0785.ac.in
COLL0786,Kerala Institute of Science Education & Research,Kerala,City_4,Government,Science (PCB),72.8,State Board,"Labs, Sports",Need-based,Closed,info@coll0786.edu.in,+91-6421794934,www.coll0786.ac.in
COLL0787,Madhya Institute of Science Education & Research,Madhya Pradesh,City_43,Government,Science (PCM),63.8,AICTE,"Library, WiFi, Hostel",Minority,Upcoming,info@coll0787.edu.in,+91-4568321868,www.coll0787.ac.in
COLL0788,Andhra Institute of Science Education & Research,Andhra Pradesh,City_13,Government,Science (PCM),54.5,UGC,"Cultural Center, Sports",Merit-based,Closed,info@coll0788.edu.in,+91-9192856439,www.coll0788.ac.in
COLL0789,Kerala Institute of Science Education & Research,Kerala,City_35,Government,Science (PCB),66.5,NAAC Accredited,"Library, WiFi, Hostel",Merit-based,Upcoming,info@coll0789.edu.in,+91-3095652036,www.coll0789.ac.in
COLL0790,Jammu Institute of Vocational Education & Research,Jammu & Kashmir,City_16,Government,Vocational,58.9,Autonomous,"Hostel, Library, Labs",,Upcoming,info@coll0790.edu.in,+91-1918209129,www.coll0790.ac.in
COLL0791,Uttar Institute of Science Education & Research,Uttar Pradesh,City_50,Government Aided,Science (PCM),74.7,NAAC Accredited,"Library, WiFi, Hostel",Minority,Open,info@coll0791.edu.in,+91-8956701517,www.coll0791.ac.in
COLL0792,Rajasthan Institute of Vocational Education & Research,Rajasthan,City_3,Government Aided,Vocational,60.1,AICTE,"Library, WiFi, Hostel",Merit-based,Open,info@coll0792.edu.in,+91-9537796066,www.coll0792.ac.in
COLL0793,Odisha Institute of Science Education & Research,Odisha,City_21,Government,Science (PCB),64.8,NAAC Accredited,"Cultural Center, Sports",Need-based,Closed,info@coll0793.edu.in,+91-5333456544,www.coll0793.ac.in
COLL0794,Jammu Institute of Humanities Education & Research,Jammu & Kashmir,City_40,Government,Humanities,81.2,AICTE,"Library, WiFi, Hostel",Merit-based,Open,info@coll0794.edu.in,+91-8109225689,www.coll0794.ac.in
COLL0795,Bihar Institute of Vocational Education & Research,Bihar,City_44,Government,Vocational,78.1,AICTE,"Digital Classrooms, Labs",SC/ST,Closed,info@coll0795.edu.in,+91-8483040054,www.coll0795.ac.in
COLL0796,Haryana Institute of Science Education & Research,Haryana,City_47,Government Aided,Science (PCB),78.1,NAAC Accredited,"Digital Classrooms, Labs",SC/ST,Closed,info@coll0796.edu.in,+91-2755060563,www.coll0796.ac.in
COLL0797,Maharashtra Institute of Vocational Education & Research,Maharashtra,City_3,Government,Vocational,64.1,State Board,"Library, WiFi, Hostel",Need-based,Upcoming,info@coll0797.edu.in,+91-1241954854,www.coll0797.ac.in
COLL0798,Uttar Institute of Humanities Education & Research,Uttar Pradesh,City_38,Government,Humanities,95.0,AICTE,"Labs, Sports",SC/ST,Closed,info@coll0798.edu.in,+91-8368870971,www.coll0798.ac.in
COLL0799,Rajasthan Institute of Commerce Education & Research,Rajasthan,City_24,Government,Commerce,79.0,NAAC Accredited,"Library, WiFi, Hostel",Minority,Upcoming,info@coll0799.edu.in,+91-8042542622,www.coll0799.ac.in
COLL0800,Andhra Institute of Commerce Education & Research,Andhra Pradesh,City_20,Government Aided,Commerce,73.3,NAAC Accredited,"Labs, Sports",Minority,Upcoming,info@coll0800.edu.in,+91-2285128850,www.coll0800.ac.in
COLL0801,Haryana Institute of Science Education & Research,Haryana,City_18,Central University,Science (PCB),56.2,UGC,"Hostel, Library, Labs",Minority,Closed,info@coll0801.edu.in,+91-7894595871,www.coll0801.ac.in
COLL0802,Jammu Institute of Science Education & Research,Jammu & Kashmir,City_13,Government,Science (PCB),80.4,UGC,"Cultural Center, Sports",SC/ST,Upcoming,info@coll0802.edu.in,+91-1191735991,www.coll0802.ac.in
COLL0803,Rajasthan Institute of Humanities Education & Research,Rajasthan,City_26,Government,Humanities,54.0,UGC,"Labs, Sports",SC/ST,Open,info@coll0803.edu.in,+91-2973948758,www.coll0803.ac.in
COLL0804,Karnataka Institute of Humanities Education & Research,Karnataka,City_5,Government Aided,Humanities,70.5,Autonomous,"Hostel, Library, Labs",,Closed,info@coll0804.edu.in,+91-2563790466,www.coll0804.ac.in
COLL0805,Bihar Institute of Commerce Education & Research,Bihar,City_2,Government Aided,Commerce,62.8,NAAC Accredited,"Digital Classrooms, Labs",,Open,info@coll0805.edu.in,+91-4636603040,www.coll0805.ac.in
COLL0806,West Institute of Science Education & Research,West Bengal,City_43,Government,Science (PCM),41.0,AICTE,"Hostel, Library, Labs",Minority,Upcoming,info@coll0806.edu.in,+91-6477035198,www.coll0806.ac.in
COLL0807,West Institute of Science Education & Research,West Bengal,City_46,Government,Science (PCM),81.7,State Board,"Cultural Center, Sports",Merit-based,Open,info@coll0807.edu.in,+91-6433348634,www.coll0807.ac.in
COLL0808,Haryana Institute of Science Education & Research,Haryana,City_46,Government,Science (PCB),76.8,NAAC Accredited,"Hostel, Library, Labs",Minority,Open,info@coll0808.edu.in,+91-8630912037,www.coll0808.ac.in
COLL0809,Tamil Institute of Commerce Education & Research,Tamil Nadu,City_4,Government,Commerce,67.7,State Board,"Labs, Sports",Minority,Upcoming,info@coll0809.edu.in,+91-1864444469,www.coll0809.ac.in
COLL0810,Uttar Institute of Humanities Education & Research,Uttar Pradesh,City_30,Government,Humanities,51.2,UGC,"Digital Classrooms, Labs",Merit-based,Open,info@coll0810.edu.in,+91-5709550472,www.coll0810.ac.in
COLL0811,Tamil Institute of Commerce Education & Research,Tamil Nadu,City_48,Government Aided,Commerce,92.1,NAAC Accredited,"Cultural Center, Sports",Merit-based,Closed,info@coll0811.edu.in,+91-6194032109,www.coll0811.ac.in
COLL0812,Jammu Institute of Vocational Education & Research,Jammu & Kashmir,City_13,Government,Vocational,65.8,AICTE,"Digital Classrooms, Labs",Need-based,Upcoming,info@coll0812.edu.in,+91-6116828765,www.coll0812.ac.in
COLL0813,Uttar Institute of Science Education & Research,Uttar Pradesh,City_29,Government,Science (PCM),74.1,AICTE,"Digital Classrooms, Labs",Need-based,Closed,info@coll0813.edu.in,+91-3884417091,www.coll0813.ac.in
COLL0814,Rajasthan Institute of Science Education & Research,Rajasthan,City_44,Government Aided,Science (PCM),85.7,Autonomous,"Labs, Sports",SC/ST,Closed,info@coll0814.edu.in,+91-7826793080,www.coll0814.ac.in
COLL0815,Karnataka Institute of Science Education & Research,Karnataka,City_1,Government,Science (PCM),67.4,State Board,"Hostel, Library, Labs",,Open,info@coll0815.edu.in,+91-9877210448,www.coll0815.ac.in
COLL0816,Maharashtra Institute of Commerce Education & Research,Maharashtra,City_41,Central University,Commerce,70.8,NAAC Accredited,"Cultural Center, Sports",Need-based,Closed,info@coll0816.edu.in,+91-8208896893,www.coll0816.ac.in
COLL0817,Gujarat Institute of Science Education & Research,Gujarat,City_20,Government,Science (PCB),72.7,AICTE,"Hostel, Library, Labs",SC/ST,Closed,info@coll0817.edu.in,+91-6826269169,www.coll0817.ac.in
COLL0818,Maharashtra Institute of Science Education & Research,Maharashtra,City_6,Government Aided,Science (PCB),70.9,NAAC Accredited,"Hostel, Library, Labs",Minority,Open,info@coll0818.edu.in,+91-3127174618,www.coll0818.ac.in
COLL0819,Telangana Institute of Commerce Education & Research,Telangana,City_9,Government,Commerce,55.3,UGC,"Hostel, Library, Labs",,Upcoming,info@coll0819.edu.in,+91-8408699437,www.coll0819.ac.in
COLL0820,West Institute of Humanities Education & Research,West Bengal,City_6,Government,Humanities,53.4,UGC,"Library, WiFi, Hostel",Minority,Open,info@coll0820.edu.in,+91-4270335523,www.coll0820.ac.in
COLL0821,Assam Institute of Humanities Education & Research,Assam,City_10,Government,Humanities,71.0,AICTE,"Digital Classrooms, Labs",Need-based,Closed,info@coll0821.edu.in,+91-9927569848,www.coll0821.ac.in
COLL0822,Karnataka Institute of Vocational Education & Research,Karnataka,City_35,Government,Vocational,67.5,AICTE,"Library, WiFi, Hostel",SC/ST,Closed,info@coll0822.edu.in,+91-6286668575,www.coll0822.ac.in
COLL0823,Chhattisgarh Institute of Humanities Education & Research,Chhattisgarh,City_17,Government,Humanities,71.2,AICTE,"Labs, Sports",Merit-based,Upcoming,info@coll0823.edu.in,+91-3626083662,www.coll0823.ac.in
COLL0824,Andhra Institute of Science Education & Research,Andhra Pradesh,City_41,Government Aided,Science (PCB),70.7,State Board,"Digital Classrooms, Labs",SC/ST,Open,info@coll0824.edu.in,+91-3791269173,www.coll0824.ac.in
COLL0825,Tamil Institute of Science Education & Research,Tamil Nadu,City_5,Central University,Science (PCM),71.4,Autonomous,"Digital Classrooms, Labs",Minority,Closed,info@coll0825.edu.in,+91-6453768376,www.coll0825.ac.in
COLL0826,Jammu Institute of Science Education & Research,Jammu & Kashmir,City_2,Government,Science (PCM),62.4,Autonomous,"Labs, Sports",Merit-based,Upcoming,info@coll0826.edu.in,+91-1738753650,www.coll0826.ac.in
COLL0827,Delhi Institute of Commerce Education & Research,Delhi,City_10,Government Aided,Commerce,69.7,UGC,"Digital Classrooms, Labs",SC/ST,Closed,info@coll0827.edu.in,+91-9227502878,www.coll0827.ac.in
COLL0828,Punjab Institute of Science Education & Research,Punjab,City_25,Central University,Science (PCM),66.7,State Board,"Digital Classrooms, Labs",Need-based,Open,info@coll0828.edu.in,+91-3129626790,www.coll0828.ac.in
COLL0829,West Institute of Commerce Education & Research,West Bengal,City_37,Government Aided,Commerce,86.2,State Board,"Cultural Center, Sports",Merit-based,Open,info@coll0829.edu.in,+91-9466273984,www.coll0829.ac.in
COLL0830,Delhi Institute of Science Education & Research,Delhi,City_41,Government,Science (PCM),65.7,AICTE,"Cultural Center, Sports",Need-based,Closed,info@coll0830.edu.in,+91-1815095632,www.coll0830.ac.in
COLL0831,Tamil Institute of Humanities Education & Research,Tamil Nadu,City_17,Government Aided,Humanities,73.6,UGC,"Cultural Center, Sports",Minority,Closed,info@coll0831.edu.in,+91-8126298191,www.coll0831.ac.in
COLL0832,Chhattisgarh Institute of Vocational Education & Research,Chhattisgarh,City_40,Government,Vocational,59.7,Autonomous,"Library, WiFi, Hostel",Minority,Closed,info@coll0832.edu.in,+91-4722110791,www.coll0832.ac.in
COLL0833,Bihar Institute of Science Education & Research,Bihar,City_43,Government Aided,Science (PCB),63.2,Autonomous,"Library, WiFi, Hostel",Merit-based,Upcoming,info@coll0833.edu.in,+91-1714835251,www.coll0833.ac.in
COLL0834,West Institute of Vocational Education & Research,West Bengal,City_35,Government,Vocational,75.5,AICTE,"Labs, Sports",SC/ST,Upcoming,info@coll0834.edu.in,+91-5052523936,www.coll0834.ac.in
COLL0835,Punjab Institute of Vocational Education & Research,Punjab,City_33,Government Aided,Vocational,79.1,NAAC Accredited,"Library, WiFi, Hostel",,Open,info@coll0835.edu.in,+91-9415799943,www.coll0835.ac.in
COLL0836,Kerala Institute of Science Education & Research,Kerala,City_7,Government Aided,Science (PCB),50.7,UGC,"Digital Classrooms, Labs",Minority,Open,info@coll0836.edu.in,+91-5037592617,www.coll0836.ac.in
COLL0837,Bihar Institute of Science Education & Research,Bihar,City_5,Government,Science (PCB),40.0,Autonomous,"Library, WiFi, Hostel",Minority,Upcoming,info@coll0837.edu.in,+91-2432209441,www.coll0837.ac.in
COLL0838,Chhattisgarh Institute of Science Education & Research,Chhattisgarh,City_3,Government Aided,Science (PCM),70.7,State Board,"Hostel, Library, Labs",,Open,info@coll0838.edu.in,+91-3337697283,www.coll0838.ac.in
COLL0839,Delhi Institute of Science Education & Research,Delhi,City_28,Government,Science (PCM),80.4,AICTE,"Hostel, Library, Labs",Merit-based,Upcoming,info@coll0839.edu.in,+91-9248339576,www.coll0839.ac.in
COLL0840,Jammu Institute of Vocational Education & Research,Jammu & Kashmir,City_22,Government Aided,Vocational,72.8,Autonomous,"Digital Classrooms, Labs",SC/ST,Open,info@coll0840.edu.in,+91-3947158557,www.coll0840.ac.in
COLL0841,Chhattisgarh Institute of Commerce Education & Research,Chhattisgarh,City_23,Government,Commerce,65.9,UGC,"Library, WiFi, Hostel",Merit-based,Closed,info@coll0841.edu.in,+91-4643560313,www.coll0841.ac.in
COLL0842,Chhattisgarh Institute of Vocational Education & Research,Chhattisgarh,City_28,Government,Vocational,66.3,AICTE,"Digital Classrooms, Labs",Merit-based,Closed,info@coll0842.edu.in,+91-8409254942,www.coll0842.ac.in
COLL0843,Jharkhand Institute of Commerce Education & Research,Jharkhand,City_41,Government Aided,Commerce,66.5,NAAC Accredited,"Labs, Sports",Minority,Open,info@coll0843.edu.in,+91-4657919795,www.coll0843.ac.in
COLL0844,Jharkhand Institute of Science Education & Research,Jharkhand,City_24,Government,Science (PCB),78.9,AICTE,"Library, WiFi, Hostel",,Closed,info@coll0844.edu.in,+91-4223703599,www.coll0844.ac.in
COLL0845,West Institute of Vocational Education & Research,West Bengal,City_46,Central University,Vocational,69.9,UGC,"Hostel, Library, Labs",Merit-based,Closed,info@coll0845.edu.in,+91-7525866142,www.coll0845.ac.in
COLL0846,Uttar Institute of Vocational Education & Research,Uttar Pradesh,City_13,Central University,Vocational,66.9,Autonomous,"Cultural Center, Sports",Minority,Closed,info@coll0846.edu.in,+91-9448512021,www.coll0846.ac.in
COLL0847,Kerala Institute of Science Education & Research,Kerala,City_45,Government Aided,Science (PCB),81.6,UGC,"Hostel, Library, Labs",Merit-based,Closed,info@coll0847.edu.in,+91-8891840597,www.coll0847.ac.in
COLL0848,West Institute of Science Education & Research,West Bengal,City_12,Government,Science (PCB),68.0,UGC,"Hostel, Library, Labs",,Open,info@coll0848.edu.in,+91-3782511931,www.coll0848.ac.in
COLL0849,Andhra Institute of Humanities Education & Research,Andhra Pradesh,City_48,Government,Humanities,77.5,NAAC Accredited,"Labs, Sports",Minority,Upcoming,info@coll0849.edu.in,+91-5123172892,www.coll0849.ac.in
COLL0850,Madhya Institute of Commerce Education & Research,Madhya Pradesh,City_19,Government Aided,Commerce,77.0,AICTE,"Cultural Center, Sports",Merit-based,Open,info@coll0850.edu.in,+91-2689280942,www.coll0850.ac.in
COLL0851,Rajasthan Institute of Humanities Education & Research,Rajasthan,City_36,Government,Humanities,62.8,UGC,"Digital Classrooms, Labs",Merit-based,Closed,info@coll0851.edu.in,+91-2019186772,www.coll0851.ac.in
COLL0852,Karnataka Institute of Science Education & Research,Karnataka,City_29,Government,Science (PCB),62.4,State Board,"Hostel, Library, Labs",Merit-based,Closed,info@coll0852.edu.in,+91-4203321020,www.coll0852.ac.in
COLL0853,Kerala Institute of Science Education & Research,Kerala,City_32,Government,Science (PCB),59.0,Autonomous,"Labs, Sports",Minority,Closed,info@coll0853.edu.in,+91-1020846722,www.coll0853.ac.in
COLL0854,West Institute of Science Education & Research,West Bengal,City_25,Government,Science (PCB),53.6,State Board,"Digital Classrooms, Labs",,Open,info@coll0854.edu.in,+91-8382346429,www.coll0854.ac.in
COLL0855,Maharashtra Institute of Vocational Education & Research,Maharashtra,City_21,Government Aided,Vocational,66.9,State Board,"Library, WiFi, Hostel",Need-based,Closed,info@coll0855.edu.in,+91-2311329936,www.coll0855.ac.in
COLL0856,Telangana Institute of Science Education & Research,Telangana,City_42,Government,Science (PCM),73.2,UGC,"Cultural Center, Sports",Minority,Upcoming,info@coll0856.edu.in,+91-3210220680,www.coll0856.ac.in
COLL0857,Jammu Institute of Commerce Education & Research,Jammu & Kashmir,City_11,Central University,Commerce,52.9,AICTE,"Digital Classrooms, Labs",Need-based,Upcoming,info@coll0857.edu.in,+91-4214239982,www.coll0857.ac.in
COLL0858,Madhya Institute of Science Education & Research,Madhya Pradesh,City_41,Government,Science (PCB),95.0,Autonomous,"Digital Classrooms, Labs",Minority,Open,info@coll0858.edu.in,+91-6651472347,www.coll0858.ac.in
COLL0859,Tamil Institute of Commerce Education & Research,Tamil Nadu,City_48,Government,Commerce,85.7,AICTE,"Library, WiFi, Hostel",Merit-based,Open,info@coll0859.edu.in,+91-7501815931,www.coll0859.ac.in
COLL0860,Odisha Institute of Vocational Education & Research,Odisha,City_18,Government,Vocational,67.6,Autonomous,"Hostel, Library, Labs",Merit-based,Upcoming,info@coll0860.edu.in,+91-6410856714,www.coll0860.ac.in
COLL0861,Odisha Institute of Science Education & Research,Odisha,City_1,Government,Science (PCB),67.1,NAAC Accredited,"Library, WiFi, Hostel",,Closed,info@coll0861.edu.in,+91-9475674167,www.coll0861.ac.in
COLL0862,Odisha Institute of Science Education & Research,Odisha,City_11,Central University,Science (PCB),55.3,Autonomous,"Labs, Sports",Need-based,Open,info@coll0862.edu.in,+91-2419378339,www.coll0862.ac.in
COLL0863,Maharashtra Institute of Vocational Education & Research,Maharashtra,City_39,Government Aided,Vocational,64.3,UGC,"Cultural Center, Sports",Minority,Upcoming,info@coll0863.edu.in,+91-7482710040,www.coll0863.ac.in
COLL0864,Punjab Institute of Vocational Education & Research,Punjab,City_3,Government,Vocational,54.5,AICTE,"Hostel, Library, Labs",,Open,info@coll0864.edu.in,+91-8092189903,www.coll0864.ac.in
COLL0865,Bihar Institute of Vocational Education & Research,Bihar,City_41,Government Aided,Vocational,75.2,Autonomous,"Labs, Sports",SC/ST,Upcoming,info@coll0865.edu.in,+91-7634013020,www.coll0865.ac.in
COLL0866,Assam Institute of Humanities Education & Research,Assam,City_22,Government,Humanities,64.4,NAAC Accredited,"Labs, Sports",SC/ST,Upcoming,info@coll0866.edu.in,+91-7423152664,www.coll0866.ac.in
COLL0867,West Institute of Humanities Education & Research,West Bengal,City_32,Government,Humanities,80.1,Autonomous,"Library, WiFi, Hostel",,Closed,info@coll0867.edu.in,+91-4013517426,www.coll0867.ac.in
COLL0868,Jammu Institute of Vocational Education & Research,Jammu & Kashmir,City_36,Government,Vocational,74.2,Autonomous,"Labs, Sports",Need-based,Open,info@coll0868.edu.in,+91-6466081547,www.coll0868.ac.in
COLL0869,Uttar Institute of Commerce Education & Research,Uttar Pradesh,City_45,Government Aided,Commerce,64.2,NAAC Accredited,"Library, WiFi, Hostel",Minority,Open,info@coll0869.edu.in,+91-5673974422,www.coll0869.ac.in
COLL0870,Delhi Institute of Vocational Education & Research,Delhi,City_28,Government Aided,Vocational,75.1,UGC,"Digital Classrooms, Labs",Merit-based,Open,info@coll0870.edu.in,+91-2996488264,www.coll0870.ac.in
COLL0871,Assam Institute of Commerce Education & Research,Assam,City_21,Government Aided,Commerce,71.6,State Board,"Labs, Sports",Need-based,Open,info@coll0871.edu.in,+91-3305418119,www.coll0871.ac.in
COLL0872,Jammu Institute of Science Education & Research,Jammu & Kashmir,City_36,Government,Science (PCB),61.0,AICTE,"Cultural Center, Sports",Need-based,Closed,info@coll0872.edu.in,+91-1818192781,www.coll0872.ac.in
COLL0873,Uttar Institute of Science Education & Research,Uttar Pradesh,City_30,Government Aided,Science (PCB),71.9,Autonomous,"Digital Classrooms, Labs",,Closed,info@coll0873.edu.in,+91-2006019011,www.coll0873.ac.in
COLL0874,West Institute of Vocational Education & Research,West Bengal,City_21,Government Aided,Vocational,62.8,NAAC Accredited,"Library, WiFi, Hostel",Merit-based,Open,info@coll0874.edu.in,+91-7631750107,www.coll0874.ac.in
COLL0875,Odisha Institute of Science Education & Research,Odisha,City_11,Government Aided,Science (PCB),72.3,UGC,"Hostel, Library, Labs",SC/ST,Closed,info@coll0875.edu.in,+91-3446596071,www.coll0875.ac.in
COLL0876,Chhattisgarh Institute of Science Education & Research,Chhattisgarh,City_28,Government,Science (PCM),70.7,Autonomous,"Library, WiFi, Hostel",Minority,Closed,info@coll0876.edu.in,+91-2070472895,www.coll0876.ac.in
COLL0877,Kerala Institute of Science Education & Research,Kerala,City_26,Central University,Science (PCM),53.1,NAAC Accredited,"Library, WiFi, Hostel",SC/ST,Closed,info@coll0877.edu.in,+91-2661696545,www.coll0877.ac.in
COLL0878,Karnataka Institute of Vocational Education & Research,Karnataka,City_50,Government Aided,Vocational,80.1,Autonomous,"Cultural Center, Sports",Minority,Upcoming,info@coll0878.edu.in,+91-9768905961,www.coll0878.ac.in
COLL0879,Jharkhand Institute of Science Education & Research,Jharkhand,City_13,Government,Science (PCB),50.8,AICTE,"Library, WiFi, Hostel",,Open,info@coll0879.edu.in,+91-6095062446,www.coll0879.ac.in
COLL0880,Tamil Institute of Science Education & Research,Tamil Nadu,City_23,Government,Science (PCM),73.6,Autonomous,"Library, WiFi, Hostel",,Closed,info@coll0880.edu.in,+91-3845049714,www.coll0880.ac.in
COLL0881,Delhi Institute of Vocational Education & Research,Delhi,City_21,Government Aided,Vocational,82.3,Autonomous,"Digital Classrooms, Labs",Need-based,Open,info@coll0881.edu.in,+91-2912156415,www.coll0881.ac.in
COLL0882,Punjab Institute of Science Education & Research,Punjab,City_50,Government,Science (PCM),68.4,State Board,"Library, WiFi, Hostel",Need-based,Upcoming,info@coll0882.edu.in,+91-1738709283,www.coll0882.ac.in
COLL0883,Chhattisgarh Institute of Humanities Education & Research,Chhattisgarh,City_20,Central University,Humanities,77.2,AICTE,"Library, WiFi, Hostel",,Open,info@coll0883.edu.in,+91-3759205668,www.coll0883.ac.in
COLL0884,Karnataka Institute of Science Education & Research,Karnataka,City_18,Government,Science (PCB),70.3,Autonomous,"Cultural Center, Sports",,Closed,info@coll0884.edu.in,+91-1194074015,www.coll0884.ac.in
COLL0885,Jammu Institute of Humanities Education & Research,Jammu & Kashmir,City_34,Government,Humanities,59.1,State Board,"Labs, Sports",,Upcoming,info@coll0885.edu.in,+91-8532176989,www.coll0885.ac.in
COLL0886,Rajasthan Institute of Vocational Education & Research,Rajasthan,City_14,Government Aided,Vocational,53.4,UGC,"Hostel, Library, Labs",,Upcoming,info@coll0886.edu.in,+91-4842481762,www.coll0886.ac.in
COLL0887,Haryana Institute of Humanities Education & Research,Haryana,City_1,Government,Humanities,80.6,UGC,"Library, WiFi, Hostel",Minority,Closed,info@coll0887.edu.in,+91-4385996588,www.coll0887.ac.in
COLL0888,Haryana Institute of Commerce Education & Research,Haryana,City_50,Government Aided,Commerce,56.2,UGC,"Hostel, Library, Labs",,Open,info@coll0888.edu.in,+91-1912331434,www.coll0888.ac.in
COLL0889,Punjab Institute of Science Education & Research,Punjab,City_21,Government Aided,Science (PCM),52.1,Autonomous,"Library, WiFi, Hostel",Need-based,Open,info@coll0889.edu.in,+91-8686540203,www.coll0889.ac.in
COLL0890,Odisha Institute of Commerce Education & Research,Odisha,City_20,Government,Commerce,60.8,AICTE,"Digital Classrooms, Labs",Merit-based,Upcoming,info@coll0890.edu.in,+91-5196561954,www.coll0890.ac.in
COLL0891,Andhra Institute of Science Education & Research,Andhra Pradesh,City_31,Government Aided,Science (PCM),77.4,NAAC Accredited,"Digital Classrooms, Labs",Need-based,Closed,info@coll0891.edu.in,+91-1716677471,www.coll0891.ac.in
COLL0892,Kerala Institute of Vocational Education & Research,Kerala,City_9,Government Aided,Vocational,73.4,State Board,"Digital Classrooms, Labs",,Closed,info@coll0892.edu.in,+91-5734195550,www.coll0892.ac.in
COLL0893,Bihar Institute of Science Education & Research,Bihar,City_24,Central University,Science (PCM),89.6,AICTE,"Library, WiFi, Hostel",Need-based,Open,info@coll0893.edu.in,+91-9802195946,www.coll0893.ac.in
COLL0894,Kerala Institute of Vocational Education & Research,Kerala,City_14,Government Aided,Vocational,69.9,NAAC Accredited,"Labs, Sports",Minority,Upcoming,info@coll0894.edu.in,+91-2386644388,www.coll0894.ac.in
COLL0895,Gujarat Institute of Vocational Education & Research,Gujarat,City_2,Government Aided,Vocational,62.4,NAAC Accredited,"Hostel, Library, Labs",Minority,Open,info@coll0895.edu.in,+91-5285046698,www.coll0895.ac.in
COLL0896,Gujarat Institute of Commerce Education & Research,Gujarat,City_7,Government,Commerce,83.0,NAAC Accredited,"Hostel, Library, Labs",Merit-based,Open,info@coll0896.edu.in,+91-9016514384,www.coll0896.ac.in
